"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","age","drivExperience","education","recAccidents","heardBoutAV","opinAV","prevVRExp","visImpairment","confidence","trial","decision","SecondSanCheck"
"RGH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","73","cityR","selfSacrifice","True"
"RGH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","59","mountain","selfSacrifice","True"
"ERO06","False","False","Observer","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"ERO06","False","False","Observer","True","Computer (AV)","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","32","mountain","hitPedestrians","True"
"EUH11","False","True","PedLarge","True","Computer (AV)","Fußgänger","30","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Nein","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"EUH11","False","True","PedLarge","True","Computer (AV)","Fußgänger","30","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Nein","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"IFH09","False","False","Observer","True","Computer (AV)","Beobachter","40","10+","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Ja","Nein","50","mountain","hitPedestrians","True"
"IFH09","False","False","Observer","True","Computer (AV)","Beobachter","40","10+","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Ja","Nein","50","cityR","selfSacrifice","True"
"DDG05","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Nein","Nein","83","cityR","selfSacrifice","True"
"DDG05","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Neutral","Nein","Nein","22","mountain","hitPedestrians","True"
"RIO02","False","False","Observer","True","Mensch","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","69","mountain","hitPedestrians","True"
"RIO02","False","False","Observer","True","Mensch","Beobachter","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","69","cityR","selfSacrifice","True"
"BHL11","True","False","Passenger","True","Computer (AV)","Mitfahrer","32","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr negativ","Nein","Nein","100","cityR","selfSacrifice","True"
"BHL11","True","False","Passenger","True","Computer (AV)","Mitfahrer","32","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr negativ","Nein","Nein","72","mountain","hitPedestrians","True"
"MLR09","False","True","Observer","True","Computer (AV)","Beobachter","18","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","10","cityR","hitPedestrians","True"
"MLR09","False","True","Observer","True","Computer (AV)","Beobachter","18","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","0","mountain","selfSacrifice","True"
"SHB07","True","True","Passenger","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","82","mountain","hitPedestrians","True"
"SHB07","True","True","Passenger","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","81","cityR","selfSacrifice","True"
"MRR05","True","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","50","mountain","hitPedestrians","True"
"MRR05","True","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","23","cityR","selfSacrifice","True"
"SGG06","False","False","PedLarge","True","Computer (AV)","Beobachter","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","72","cityR","hitPedestrians","True"
"SGG06","False","False","PedLarge","True","Computer (AV)","Beobachter","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","14","mountain","selfSacrifice","True"
"ISK06","True","True","PedLarge","True","Computer (AV)","Fußgänger","30","10+","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"ISK06","True","True","PedLarge","True","Computer (AV)","Fußgänger","30","10+","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"MSO01","True","False","PedLarge","True","Mensch","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","100","mountain","selfSacrifice","True"
"MSO01","True","False","PedLarge","True","Mensch","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","66","cityR","selfSacrifice","True"
"SDE09","False","False","Passenger","True","Mensch","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja","7","mountain","selfSacrifice","True"
"SDE09","False","False","Passenger","True","Mensch","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja","100","cityR","selfSacrifice","True"
"BFH07","False","True","Passenger","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","74","cityR","selfSacrifice","True"
"BFH07","False","True","Passenger","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","73","mountain","hitPedestrians","True"
"BSH09","True","True","PedSmall","True","Computer (AV)","Fußgänger","27","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","87","mountain","hitPedestrians","True"
"BSH09","True","True","PedSmall","True","Computer (AV)","Fußgänger","27","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","88","cityR","hitPedestrians","True"
"GNN01","False","False","Observer","True","Computer (AV)","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Nein","84","cityR","selfSacrifice","True"
"GNN01","False","False","Observer","True","Computer (AV)","Fußgänger","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr negativ","Nein","Nein","22","mountain","hitPedestrians","True"
"UDH06","True","True","PedLarge","True","Computer (AV)","Fußgänger","30","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"UDH06","True","True","PedLarge","True","Computer (AV)","Fußgänger","30","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"JSE02","True","False","Observer","True","Mensch","Beobachter","29","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","66","cityR","selfSacrifice","True"
"JSE02","True","False","Observer","True","Mensch","Beobachter","29","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","92","mountain","selfSacrifice","True"
"GDB01","True","False","Observer","True","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","84","mountain","selfSacrifice","True"
"GDB01","True","False","Observer","True","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"ASS09","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","27","cityR","selfSacrifice","True"
"ASS09","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","0","mountain","hitPedestrians","True"
"UAB25","False","False","Observer","True","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Nein","Neutral","Nein","Nein","100","mountain","selfSacrifice","True"
"UAB25","False","False","Observer","True","Mensch","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Nein","Neutral","Nein","Nein","100","cityR","selfSacrifice","True"
"PRW01","True","False","PedSmall","True","Mensch","Fußgänger","27","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","23","mountain","selfSacrifice","True"
"PRW01","True","False","PedSmall","True","Mensch","Fußgänger","27","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"ALA01","True","True","PedLarge","True","Computer (AV)","Fußgänger","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","85","mountain","selfSacrifice","True"
"ALA01","True","True","PedLarge","True","Computer (AV)","Fußgänger","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"ASE12","True","False","PedSmall","True","Mensch","Fußgänger","24","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"ASE12","True","False","PedSmall","True","Mensch","Fußgänger","24","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","100","mountain","selfSacrifice","True"
"KTN03","True","True","Observer","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","36","cityR","hitPedestrians","True"
"KTN03","True","True","Observer","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","5","mountain","hitPedestrians","True"
"UAH01","False","False","PedLarge","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","21","cityR","selfSacrifice","True"
"UAH01","False","False","PedLarge","True","Mensch","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","28","mountain","hitPedestrians","True"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Ja","100","mountain","hitPedestrians","True"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Ja","100","cityR","selfSacrifice","True"
"URH09","True","True","PedLarge","True","Computer (AV)","Fußgänger","47","10+","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"URH09","True","True","PedLarge","True","Computer (AV)","Fußgänger","47","10+","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"CSI05","True","True","Observer","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","66","cityR","hitPedestrians","True"
"CSI05","True","True","Observer","True","Computer (AV)","Beobachter","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","86","mountain","hitPedestrians","True"
"CFM08","True","False","PedSmall","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","83","mountain","hitPedestrians","True"
"CFM08","True","False","PedSmall","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","36","cityR","selfSacrifice","True"
"HRH29","True","False","Observer","True","Computer (AV)","Mitfahrer","23","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","34","cityR","selfSacrifice","True"
"HRH29","True","False","Observer","True","Computer (AV)","Mitfahrer","23","5-10","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","91","mountain","selfSacrifice","True"
"UNT11","False","True","Passenger","True","Computer (AV)","Mitfahrer","23","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Nein","62","mountain","hitPedestrians","True"
"UNT11","False","True","Passenger","True","Computer (AV)","Mitfahrer","23","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Nein","69","cityR","selfSacrifice","True"
"UDW08","True","True","PedSmall","True","Computer (AV)","Beobachter","30","10+","keinen Hocschulabschluss","Ja","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"UDW08","True","True","PedSmall","True","Computer (AV)","Beobachter","30","10+","keinen Hocschulabschluss","Ja","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"CHT12","False","True","Passenger","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","67","mountain","selfSacrifice","True"
"CHT12","False","True","Passenger","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","69","cityR","selfSacrifice","True"
"GTH10","True","True","PedSmall","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"GTH10","True","True","PedSmall","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","18","mountain","selfSacrifice","True"
"EDN04","False","False","PedLarge","True","Mensch","Fußgänger","30","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","50","mountain","hitPedestrians","True"
"EDN04","False","False","PedLarge","True","Mensch","Fußgänger","30","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","53","cityR","selfSacrifice","True"
"BRW07","False","False","PedSmall","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","87","cityR","selfSacrifice","True"
"BRW07","False","False","PedSmall","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","64","mountain","hitPedestrians","True"
"CKG07","True","False","PedLarge","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","1","mountain","hitPedestrians","True"
"CKG07","True","False","PedLarge","True","Mensch","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","69","cityR","selfSacrifice","True"
"END04","True","False","PedSmall","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","77","cityR","selfSacrifice","True"
"END04","True","False","PedSmall","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Ja","Nein","81","mountain","hitPedestrians","True"
"ESO08","False","True","PedLarge","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","73","cityR","selfSacrifice","True"
"ESO08","False","True","PedLarge","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","11","mountain","hitPedestrians","True"
"BDE11","True","False","PedLarge","True","Mensch","Fußgänger","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Nein","Nein","26","cityR","hitPedestrians","True"
"BDE11","True","False","PedLarge","True","Mensch","Fußgänger","25","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Nein","Nein","28","mountain","hitPedestrians","True"
"IRB03","False","False","Passenger","True","Mensch","Beobachter","19","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja","65","cityR","selfSacrifice","True"
"IRB03","False","False","Passenger","True","Mensch","Beobachter","19","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja","17","mountain","selfSacrifice","True"
"HDB03","True","False","PedLarge","True","Computer (AV)","Beobachter","22","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr negativ","Ja","Nein","73","cityR","selfSacrifice","True"
"HDB03","True","False","PedLarge","True","Computer (AV)","Beobachter","22","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr negativ","Ja","Nein","84","mountain","selfSacrifice","True"
"RDL03","False","False","PedLarge","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja","38","mountain","hitPedestrians","True"
"RDL03","False","False","PedLarge","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja","82","cityR","selfSacrifice","True"
"IRD09","False","True","PedLarge","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","73","mountain","selfSacrifice","True"
"IRD09","False","True","PedLarge","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","72","cityR","selfSacrifice","True"
"MNM08","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","21","mountain","selfSacrifice","True"
"MNM08","False","True","PedSmall","True","Computer (AV)","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","cityR","selfSacrifice","True"
"BDB10","False","True","PedSmall","True","Computer (AV)","Fußgänger","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","15","mountain","selfSacrifice","True"
"BDB10","False","True","PedSmall","True","Computer (AV)","Fußgänger","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Nein","Nein","32","cityR","selfSacrifice","True"
"SRH12","True","True","Passenger","True","Computer (AV)","Mitfahrer","27","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Nein","Nein","100","cityR","selfSacrifice","True"
"SRH12","True","True","Passenger","True","Computer (AV)","Mitfahrer","27","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Nein","Nein","24","mountain","hitPedestrians","True"
"EKG06","True","False","PedSmall","True","Computer (AV)","Fußgänger","26","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"EKG06","True","False","PedSmall","True","Computer (AV)","Fußgänger","26","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","100","mountain","hitPedestrians","True"
"VDG09","True","False","PedSmall","True","Mensch","Beobachter","23","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","63","cityR","hitPedestrians","True"
"VDG09","True","False","PedSmall","True","Mensch","Beobachter","23","Ich fahre nicht Auto","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","68","mountain","hitPedestrians","True"
"FRB08","True","True","Passenger","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","39","mountain","hitPedestrians","True"
"FRB08","True","True","Passenger","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"ESW04","False","False","PedLarge","True","Mensch","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","49","cityR","selfSacrifice","True"
"ESW04","False","False","PedLarge","True","Mensch","Beobachter","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","3","mountain","selfSacrifice","True"
"YVZ10","True","True","Observer","True","Mensch","Mitfahrer","22","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","56","cityR","selfSacrifice","False"
"YVZ10","True","True","Observer","True","Mensch","Mitfahrer","22","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","100","mountain","selfSacrifice","False"
"STN09","False","False","PedSmall","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Nein","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","cityR","selfSacrifice","True"
"STN09","False","False","PedSmall","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Nein","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","30","mountain","selfSacrifice","True"
"DEH10","False","True","PedSmall","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","67","cityR","selfSacrifice","True"
"DEH10","False","True","PedSmall","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","94","mountain","selfSacrifice","True"
"GHN08","True","True","PedLarge","True","Computer (AV)","Fußgänger","24","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"GHN08","True","True","PedLarge","True","Computer (AV)","Fußgänger","24","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","0","mountain","hitPedestrians","True"
"SHW08","False","True","PedLarge","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","100","mountain","hitPedestrians","True"
"SHW08","False","True","PedLarge","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","100","cityR","selfSacrifice","True"
"UEB04","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","38","mountain","selfSacrifice","True"
"UEB04","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","32","cityR","hitPedestrians","True"
"AKR04","True","False","Passenger","True","Mensch","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","39","mountain","hitPedestrians","True"
"AKR04","True","False","Passenger","True","Mensch","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","96","cityR","selfSacrifice","True"
"KSW06","False","False","PedLarge","True","Mensch","Fußgänger","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","20","cityR","selfSacrifice","True"
"KSW06","False","False","PedLarge","True","Mensch","Fußgänger","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","89","mountain","hitPedestrians","True"
"AGM10","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja","0","cityR","hitPedestrians","True"
"AGM10","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","5-10","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Ja","25","mountain","hitPedestrians","True"
"POM09","False","False","PedLarge","True","Computer (AV)","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Ja","Nein","100","cityR","selfSacrifice","True"
"POM09","False","False","PedLarge","True","Computer (AV)","Fußgänger","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Ja","Nein","0","mountain","selfSacrifice","True"
"ARB02","True","False","Passenger","True","Computer (AV)","Beobachter","26","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","16","mountain","selfSacrifice","True"
"ARB02","True","False","Passenger","True","Computer (AV)","Beobachter","26","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","71","cityR","selfSacrifice","True"
"GLF06","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","mountain","selfSacrifice","True"
"GLF06","False","True","Observer","True","Computer (AV)","Beobachter","25","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","True"
"BFU06","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","28","cityR","hitPedestrians","True"
"BFU06","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","94","mountain","hitPedestrians","True"
"ALD05","True","False","Observer","True","Mensch","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","78","cityR","selfSacrifice","True"
"ALD05","True","False","Observer","True","Mensch","Beobachter","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Nein","67","mountain","selfSacrifice","True"
"ATC06","True","True","Observer","True","Mensch","Beobachter","30","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","100","cityR","selfSacrifice","False"
