"participant-ID","male","av/car","perspective","scenario","numb_childrenL","numb_adultL","numb_adultR","left_first","selected_option","difficulty_of_decision","response_time1","response_time2","SecondSanCheck","SecondSanCheck"
"SLM04","False","False","3","0","0","1","5","True","Ersteres","76","8.723938","8.030556","True","True"
"SLM04","False","False","3","0","0","0","1","False","Zweiteres","100","6.438705","2.206772","True","True"
"SLM04","False","False","3","0","1","1","3","True","Ersteres","50","2.714966","4.40033","True","True"
"SLM04","False","False","3","3","0","2","0","True","Zweiteres","100","4.953949","2.161224","True","True"
"SLM04","False","False","3","1","0","1","2","True","Ersteres","50","1.63916","1.789856","True","True"
"SLM04","False","False","3","2","0","2","0","True","Ersteres","50","2.270172","0.9476013","True","True"
"SLM04","False","False","3","1","0","2","4","False","Zweiteres","88","3.011597","1.880768","True","True"
"SLM04","False","False","3","0","2","1","5","False","Zweiteres","82","1.848083","2.854797","True","True"
"CRI04","True","True","1","0","0","1","5","True","Ersteres","100","6.949799","3.417595","True","True"
"CRI04","True","True","1","0","0","0","1","False","Zweiteres","100","3.384506","2.364197","True","True"
"CRI04","True","True","1","1","0","2","4","True","Ersteres","100","4.382919","1.338089","True","True"
"CRI04","True","True","1","0","1","1","3","True","Ersteres","28","9.130646","1.549683","True","True"
"CRI04","True","True","1","2","0","2","0","False","Ersteres","61","2.609589","1.757843","True","True"
"CRI04","True","True","1","0","2","1","5","True","Ersteres","11","2.190186","2.14679","True","True"
"CRI04","True","True","1","3","0","2","0","False","Ersteres","70","2.487885","1.884064","True","True"
"CRI04","True","True","1","1","0","1","2","False","Ersteres","13","1.892334","1.492493","True","True"
"BRM10","True","True","2","0","0","1","5","True","Ersteres","0","25.76858","16.55345","True","True"
"BRM10","True","True","2","0","0","0","1","False","Zweiteres","100","6.540359","2.518295","True","True"
"BRM10","True","True","2","0","2","1","5","False","Ersteres","92","7.532578","16.63861","True","True"
"BRM10","True","True","2","1","0","1","2","False","Ersteres","70","16.5528","2.625641","True","True"
"BRM10","True","True","2","3","0","2","0","True","Ersteres","14","22.84042","3.710022","True","True"
"BRM10","True","True","2","0","1","1","3","True","Zweiteres","62","2.582123","3.11441","True","True"
"BRM10","True","True","2","1","0","2","4","True","Zweiteres","63","6.948914","2.076172","True","True"
"BRM10","True","True","2","2","0","2","0","True","Ersteres","3","35.48352","2.214294","True","True"
"MMG12","False","False","1","0","0","1","5","True","Ersteres","0","25.3331","6.143402","True","True"
"MMG12","False","False","1","0","0","0","1","True","Ersteres","100","4.649811","3.548828","True","True"
"MMG12","False","False","1","1","0","1","2","False","Zweiteres","0","6.002655","2.698578","True","True"
"MMG12","False","False","1","0","2","1","5","True","Zweiteres","36","5.393768","5.072266","True","True"
"MMG12","False","False","1","3","0","2","0","True","Zweiteres","100","2.316772","9.556763","True","True"
"MMG12","False","False","1","1","0","2","4","False","Zweiteres","0","5.55658","1.872314","True","True"
"MMG12","False","False","1","2","0","2","0","False","Ersteres","23","7.858215","1.334534","True","True"
"MMG12","False","False","1","0","1","1","3","False","Ersteres","52","6.793701","8.620544","True","True"
"CRO11","True","True","3","0","0","1","5","True","Ersteres","35","67.43494","8.921387","True","True"
"CRO11","True","True","3","0","0","0","1","True","Ersteres","100","6.048584","6.05957","True","True"
"CRO11","True","True","3","0","2","1","5","True","Ersteres","12","19.03708","3.57019","True","True"
"CRO11","True","True","3","2","0","2","0","True","Zweiteres","37","45.61407","4.726318","True","True"
"CRO11","True","True","3","1","0","1","2","False","Zweiteres","50","3.922485","2.700989","True","True"
"CRO11","True","True","3","3","0","2","0","True","Zweiteres","60","1.719238","2.804443","True","True"
"CRO11","True","True","3","1","0","2","4","True","Ersteres","35","26.79913","3.861755","True","True"
"CRO11","True","True","3","0","1","1","3","False","Zweiteres","34","3.186279","4.174622","True","True"
"RMC01","True","True","3","0","0","1","5","False","Zweiteres","86","11.72339","3.8918","True","True"
"RMC01","True","True","3","0","0","0","1","False","Zweiteres","100","1.670212","1.881958","True","True"
"RMC01","True","True","3","1","0","2","4","True","Zweiteres","81","9.809113","2.432831","True","True"
"RMC01","True","True","3","3","0","2","0","False","Ersteres","100","6.38446","4.226898","True","True"
"RMC01","True","True","3","0","2","1","5","True","Ersteres","28","11.62961","4.856873","True","True"
"RMC01","True","True","3","0","1","1","3","True","Zweiteres","35","51.87677","11.27496","True","True"
"RMC01","True","True","3","2","0","2","0","True","Ersteres","34","24.35132","2.420715","True","True"
"RMC01","True","True","3","1","0","1","2","True","Ersteres","69","3.713928","6.917847","True","True"
"KSH02","True","True","3","0","0","1","5","False","Zweiteres","83","23.40124","13.24686","False","False"
"KSH02","True","True","3","0","0","0","1","False","Zweiteres","100","5.966339","3.125916","False","False"
"KSH02","True","True","3","3","0","2","0","True","Ersteres","29","11.13409","5.028656","False","False"
"KSH02","True","True","3","1","0","1","2","False","Zweiteres","73","5.354065","6.016754","False","False"
"KSH02","True","True","3","1","0","2","4","True","Ersteres","70","9.500488","5.723938","False","False"
"KSH02","True","True","3","2","0","2","0","False","Ersteres","7","19.50897","2.574524","False","False"
"KSH02","True","True","3","0","1","1","3","True","Zweiteres","9","3.402954","3.008606","False","False"
"KSH02","True","True","3","0","2","1","5","False","Ersteres","8","5.334045","1.368225","False","False"
"BCH07","True","False","2","0","0","1","5","False","Zweiteres","50","38.93625","4.826981","True","True"
"BCH07","True","False","2","0","0","0","1","True","Ersteres","100","4.182098","2.698578","True","True"
"BCH07","True","False","2","3","0","2","0","False","Ersteres","100","3.44809","6.761078","True","True"
"BCH07","True","False","2","0","2","1","5","True","Zweiteres","50","4.06427","1.174194","True","True"
"BCH07","True","False","2","1","0","1","2","False","Zweiteres","0","2.027374","3.8703","True","True"
"BCH07","True","False","2","1","0","2","4","False","Zweiteres","0","29.32758","9.800598","True","True"
"BCH07","True","False","2","2","0","2","0","True","Ersteres","0","9.855286","2.073975","True","True"
"BCH07","True","False","2","0","1","1","3","True","Zweiteres","0","4.781494","1.406494","True","True"
"UEG08","True","True","0","0","0","1","5","False","Zweiteres","100","9.175392","4.116592","True","True"
"UEG08","True","True","0","0","0","0","1","False","Ersteres","100","4.502762","3.505783","True","True"
"UEG08","True","True","0","3","0","2","0","False","Ersteres","100","2.803345","1.832062","True","True"
"UEG08","True","True","0","1","0","2","4","False","Zweiteres","100","11.49802","2.106812","True","True"
"UEG08","True","True","0","0","2","1","5","False","Ersteres","100","2.7211","2.003784","True","True"
"UEG08","True","True","0","0","1","1","3","True","Zweiteres","100","1.030975","1.572357","True","True"
"UEG08","True","True","0","1","0","1","2","False","Zweiteres","100","1.626984","1.312653","True","True"
"UEG08","True","True","0","2","0","2","0","True","Zweiteres","79","1.831818","2.435028","True","True"
"ILG08","False","True","1","0","0","1","5","False","Zweiteres","89","10.18976","9.893143","True","True"
"ILG08","False","True","1","0","0","0","1","False","Zweiteres","100","2.723541","3.051071","True","True"
"ILG08","False","True","1","3","0","2","0","False","Ersteres","81","3.338745","4.357056","True","True"
"ILG08","False","True","1","0","1","1","3","False","Zweiteres","0","9.501556","3.611755","True","True"
"ILG08","False","True","1","1","0","1","2","False","Zweiteres","80","2.291534","3.136871","True","True"
"ILG08","False","True","1","1","0","2","4","False","Zweiteres","66","2.090179","3.873962","True","True"
"ILG08","False","True","1","2","0","2","0","False","Ersteres","22","1.973267","4.795837","True","True"
"ILG08","False","True","1","0","2","1","5","True","Zweiteres","0","4.4823","2.375977","True","True"
"SSG07","False","False","0","0","0","1","5","False","Zweiteres","100","9.96376","3.953697","True","True"
"SSG07","False","False","0","0","0","0","1","False","Zweiteres","100","3.255585","2.038879","True","True"
"SSG07","False","False","0","0","1","1","3","True","Ersteres","50","2.620422","2.740967","True","True"
"SSG07","False","False","0","3","0","2","0","True","Zweiteres","50","3.823914","0.6216736","True","True"
"SSG07","False","False","0","1","0","2","4","False","Zweiteres","100","2.206787","1.289368","True","True"
"SSG07","False","False","0","0","2","1","5","False","Zweiteres","75","1.626129","2.886353","True","True"
"SSG07","False","False","0","1","0","1","2","True","Ersteres","100","1.068024","1.248901","True","True"
"SSG07","False","False","0","2","0","2","0","True","Zweiteres","30","1.588013","2.113953","True","True"
"CTP04","True","True","1","0","0","1","5","False","Zweiteres","100","3.402977","1.612122","True","True"
"CTP04","True","True","1","0","0","0","1","False","Zweiteres","100","1.075134","1.447342","True","True"
"CTP04","True","True","1","3","0","2","0","False","Ersteres","22","7.925613","7.24295","True","True"
"CTP04","True","True","1","0","1","1","3","True","Zweiteres","100","0.9571533","1.522369","True","True"
"CTP04","True","True","1","0","2","1","5","False","Zweiteres","100","1.871063","8.684326","True","True"
"CTP04","True","True","1","1","0","2","4","False","Ersteres","0","1.553833","3.71817","True","True"
"CTP04","True","True","1","2","0","2","0","False","Ersteres","0","12.24408","3.482239","True","True"
"CTP04","True","True","1","1","0","1","2","True","Ersteres","50","0.9221191","0.9659424","True","True"
"MRI02","True","True","0","0","0","1","5","False","Zweiteres","72","9.022606","5.30825","True","True"
"MRI02","True","True","0","0","0","0","1","True","Ersteres","100","4.212906","1.96402","True","True"
"MRI02","True","True","0","0","2","1","5","False","Ersteres","33","6.615311","6.631943","True","True"
"MRI02","True","True","0","0","1","1","3","False","Ersteres","35","3.02182","9.667023","True","True"
"MRI02","True","True","0","1","0","2","4","False","Zweiteres","59","2.080688","6.475372","True","True"
"MRI02","True","True","0","2","0","2","0","False","Ersteres","15","42.08438","3.678345","True","True"
"MRI02","True","True","0","3","0","2","0","True","Zweiteres","73","1.928711","3.175903","True","True"
"MRI02","True","True","0","1","0","1","2","True","Ersteres","71","2.849426","5.650879","True","True"
"YLH10","True","True","0","0","0","1","5","False","Zweiteres","99","1.966599","9.180786","True","True"
"YLH10","True","True","0","0","0","0","1","False","Zweiteres","100","8.22702","1.635925","True","True"
"YLH10","True","True","0","1","0","2","4","False","Ersteres","87","1.380127","2.305817","True","True"
"YLH10","True","True","0","3","0","2","0","False","Ersteres","100","0.857605","1.599762","True","True"
"YLH10","True","True","0","0","2","1","5","True","Zweiteres","32","2.114502","4.576202","True","True"
"YLH10","True","True","0","2","0","2","0","False","Zweiteres","0","8.037964","1.769104","True","True"
"YLH10","True","True","0","1","0","1","2","True","Zweiteres","76","0.7750854","3.335327","True","True"
"YLH10","True","True","0","0","1","1","3","False","Ersteres","77","1.068665","2.840637","True","True"
"MDO06","True","True","1","0","0","1","5","False","Zweiteres","87","17.33736","7.682831","False","False"
"MDO06","True","True","1","0","0","0","1","False","Zweiteres","100","6.824402","2.636444","False","False"
"MDO06","True","True","1","1","0","2","4","False","Zweiteres","52","12.11502","15.84921","False","False"
"MDO06","True","True","1","3","0","2","0","True","Zweiteres","68","9.673462","7.919006","False","False"
"MDO06","True","True","1","0","2","1","5","True","Zweiteres","0","34.90268","2.004486","False","False"
"MDO06","True","True","1","1","0","1","2","True","Ersteres","64","7.98468","6.480164","False","False"
"MDO06","True","True","1","2","0","2","0","True","Zweiteres","18","32.68054","5.15155","False","False"
"MDO06","True","True","1","0","1","1","3","True","Zweiteres","23","18.85883","2.955811","False","False"
"INS06","True","False","1","0","0","1","5","True","Ersteres","100","5.501617","2.618813","True","True"
"INS06","True","False","1","0","0","0","1","False","Zweiteres","100","2.074348","1.43293","True","True"
"INS06","True","False","1","1","0","1","2","True","Ersteres","100","2.236511","1.561188","True","True"
"INS06","True","False","1","1","0","2","4","False","Zweiteres","92","1.471573","1.879318","True","True"
"INS06","True","False","1","2","0","2","0","True","Zweiteres","68","2.295868","3.110291","True","True"
"INS06","True","False","1","0","1","1","3","False","Ersteres","2","2.815979","1.640778","True","True"
"INS06","True","False","1","3","0","2","0","True","Zweiteres","100","1.624939","2.54129","True","True"
"INS06","True","False","1","0","2","1","5","True","Zweiteres","3","1.575897","1.104828","True","True"
"CNP09","True","False","3","0","0","1","5","False","Zweiteres","27","11.19815","4.673859","True","True"
"CNP09","True","False","3","0","0","0","1","False","Zweiteres","100","1.87561","1.58699","True","True"
"CNP09","True","False","3","1","0","1","2","True","Ersteres","100","2.048111","2.073517","True","True"
"CNP09","True","False","3","1","0","2","4","False","Zweiteres","71","1.360901","1.81134","True","True"
"CNP09","True","False","3","3","0","2","0","True","Zweiteres","100","1.238129","1.263824","True","True"
"CNP09","True","False","3","0","2","1","5","False","Zweiteres","100","0.8024292","1.109344","True","True"
"CNP09","True","False","3","0","1","1","3","False","Ersteres","100","1.133484","1.391449","True","True"
"CNP09","True","False","3","2","0","2","0","True","Zweiteres","17","4.060883","1.937378","True","True"
"PVG05","False","True","2","0","0","1","5","False","Zweiteres","85","14.36552","12.77704","True","True"
"PVG05","False","True","2","0","0","0","1","False","Zweiteres","100","5.4608","3.508652","True","True"
"PVG05","False","True","2","3","0","2","0","False","Ersteres","100","5.645477","9.445251","True","True"
"PVG05","False","True","2","0","2","1","5","False","Ersteres","37","5.33667","7.195801","True","True"
"PVG05","False","True","2","1","0","2","4","False","Zweiteres","50","1.731354","4.91507","True","True"
"PVG05","False","True","2","2","0","2","0","True","Zweiteres","18","21.08023","8.698486","True","True"
"PVG05","False","True","2","1","0","1","2","False","Zweiteres","64","1.093628","4.805725","True","True"
"PVG05","False","True","2","0","1","1","3","True","Ersteres","40","3.333374","4.809814","True","True"
"UJB05","False","False","1","0","0","1","5","False","Zweiteres","77","10.64703","11.53598","True","True"
"UJB05","False","False","1","0","0","0","1","False","Zweiteres","100","8.448135","2.487091","True","True"
"UJB05","False","False","1","0","1","1","3","False","Ersteres","10","27.20139","7.581116","True","True"
"UJB05","False","False","1","0","2","1","5","True","Ersteres","30","9.45462","8.394592","True","True"
"UJB05","False","False","1","3","0","2","0","False","Ersteres","38","16.47879","13.37793","True","True"
"UJB05","False","False","1","1","0","1","2","False","Zweiteres","72","2.807434","3.972412","True","True"
"UJB05","False","False","1","1","0","2","4","False","Zweiteres","79","3.550781","6.926514","True","True"
"UJB05","False","False","1","2","0","2","0","False","Zweiteres","22","14.4812","4.585815","True","True"
"LAS03","True","True","3","0","0","1","5","False","Zweiteres","100","14.42467","4.038788","True","True"
"LAS03","True","True","3","0","0","0","1","False","Zweiteres","100","5.481903","1.834167","True","True"
"LAS03","True","True","3","0","2","1","5","True","Ersteres","23","7.802094","3.390137","True","True"
"LAS03","True","True","3","1","0","2","4","False","Zweiteres","34","10.68893","1.552521","True","True"
"LAS03","True","True","3","2","0","2","0","False","Zweiteres","85","3.603821","1.824646","True","True"
"LAS03","True","True","3","0","1","1","3","True","Ersteres","1","2.730286","1.580994","True","True"
"LAS03","True","True","3","1","0","1","2","False","Ersteres","90","2.995239","1.44989","True","True"
"LAS03","True","True","3","3","0","2","0","False","Zweiteres","14","3.090271","1.120483","True","True"
"MNL02","False","True","2","0","0","1","5","True","Ersteres","95","15.82823","9.493744","True","True"
"MNL02","False","True","2","0","0","0","1","True","Ersteres","100","7.023102","2.884552","True","True"
"MNL02","False","True","2","1","0","1","2","True","Ersteres","66","3.432373","6.028503","True","True"
"MNL02","False","True","2","3","0","2","0","True","Zweiteres","100","2.261536","2.329254","True","True"
"MNL02","False","True","2","1","0","2","4","True","Ersteres","74","4.878082","3.700684","True","True"
"MNL02","False","True","2","2","0","2","0","True","Zweiteres","78","2.378662","3.262024","True","True"
"MNL02","False","True","2","0","2","1","5","True","Ersteres","84","3.999634","4.824402","True","True"
"MNL02","False","True","2","0","1","1","3","True","Ersteres","82","3.841675","3.162659","True","True"
"ORK08","True","True","3","0","0","1","5","False","Zweiteres","15","3.028137","9.102264","True","True"
"ORK08","True","True","3","0","0","0","1","True","Ersteres","29","11.87148","3.576447","True","True"
"ORK08","True","True","3","1","0","2","4","False","Ersteres","28","1.832184","4.121338","True","True"
"ORK08","True","True","3","2","0","2","0","False","Ersteres","51","1.458557","4.115173","True","True"
"ORK08","True","True","3","1","0","1","2","False","Ersteres","26","1.349121","6.324615","True","True"
"ORK08","True","True","3","0","1","1","3","True","Zweiteres","30","15.57639","2.172607","True","True"
"ORK08","True","True","3","3","0","2","0","True","Zweiteres","31","11.97357","1.556335","True","True"
"ORK08","True","True","3","0","2","1","5","False","Zweiteres","23","1.346619","1.244629","True","True"
"KSG04","True","False","3","0","0","1","5","True","Ersteres","70","9.999939","12.75294","True","True"
"KSG04","True","False","3","0","0","0","1","False","Zweiteres","100","4.859482","2.814102","True","True"
"KSG04","True","False","3","2","0","2","0","False","Ersteres","30","7.330902","10.77545","True","True"
"KSG04","True","False","3","0","1","1","3","True","Ersteres","51","25.82761","14.78552","True","True"
"KSG04","True","False","3","0","2","1","5","False","Zweiteres","50","13.43054","10.67352","True","True"
"KSG04","True","False","3","3","0","2","0","False","Ersteres","60","5.326965","21.50287","True","True"
"KSG04","True","False","3","1","0","2","4","False","Zweiteres","69","4.046509","12.6413","True","True"
"KSG04","True","False","3","1","0","1","2","False","Zweiteres","69","7.430176","9.994934","True","True"
"CGM11","False","True","1","0","0","1","5","True","Ersteres","62","7.442207","7.603569","True","True"
"CGM11","False","True","1","0","0","0","1","False","Zweiteres","94","2.844162","1.679642","True","True"
"CGM11","False","True","1","1","0","2","4","False","Zweiteres","61","0.8554993","1.536224","True","True"
"CGM11","False","True","1","3","0","2","0","False","Ersteres","65","2.417664","1.223694","True","True"
"CGM11","False","True","1","1","0","1","2","False","Zweiteres","67","1.880524","0.956665","True","True"
"CGM11","False","True","1","0","1","1","3","False","Zweiteres","33","15.64862","3.932343","True","True"
"CGM11","False","True","1","2","0","2","0","True","Zweiteres","60","4.969299","2.603882","True","True"
"CGM11","False","True","1","0","2","1","5","False","Zweiteres","16","2.075562","1.301025","True","True"
"ACS23","True","True","2","0","0","1","5","False","Zweiteres","63","17.8186","9.424652","True","True"
"ACS23","True","True","2","0","0","0","1","False","Zweiteres","100","1.984848","1.254532","True","True"
"ACS23","True","True","2","2","0","2","0","False","Zweiteres","100","19.0424","7.340698","True","True"
"ACS23","True","True","2","1","0","1","2","True","Ersteres","100","3.796021","1.800201","True","True"
"ACS23","True","True","2","1","0","2","4","True","Zweiteres","92","13.93979","3.619049","True","True"
"ACS23","True","True","2","3","0","2","0","False","Ersteres","35","9.519562","8.117584","True","True"
"ACS23","True","True","2","0","2","1","5","False","Zweiteres","22","19.12225","5.172119","True","True"
"ACS23","True","True","2","0","1","1","3","True","Ersteres","38","22.05804","4.347595","True","True"
"MSS09","False","True","3","0","0","1","5","True","Ersteres","72","14.59745","3.631912","True","True"
"MSS09","False","True","3","0","0","0","1","True","Ersteres","64","7.137817","2.20018","True","True"
"MSS09","False","True","3","0","2","1","5","True","Zweiteres","75","2.252136","2.59726","True","True"
"MSS09","False","True","3","3","0","2","0","False","Ersteres","60","3.896942","4.245819","True","True"
"MSS09","False","True","3","1","0","1","2","True","Zweiteres","38","3.618134","2.000305","True","True"
"MSS09","False","True","3","0","1","1","3","False","Ersteres","63","5.098511","1.335205","True","True"
"MSS09","False","True","3","2","0","2","0","False","Zweiteres","50","2.30719","1.780884","True","True"
"MSS09","False","True","3","1","0","2","4","True","Ersteres","58","1.730408","1.097107","True","True"
"JWB12","False","False","1","0","0","1","5","True","Ersteres","73","9.121597","10.76031","True","True"
"JWB12","False","False","1","0","0","0","1","True","Ersteres","100","4.686111","1.669434","True","True"
"JWB12","False","False","1","2","0","2","0","True","Zweiteres","28","8.745941","6.534195","True","True"
"JWB12","False","False","1","0","2","1","5","False","Zweiteres","0","12.5947","2.437866","True","True"
"JWB12","False","False","1","1","0","2","4","True","Ersteres","16","10.74664","2.232208","True","True"
"JWB12","False","False","1","1","0","1","2","False","Zweiteres","16","5.402771","4.649994","True","True"
"JWB12","False","False","1","3","0","2","0","False","Ersteres","100","2.219604","2.036163","True","True"
"JWB12","False","False","1","0","1","1","3","False","Ersteres","23","2.864197","2.56427","True","True"
"MPW07","False","False","0","0","0","1","5","False","Ersteres","76","53.04021","8.471619","True","True"
"MPW07","False","False","0","0","0","0","1","False","Ersteres","69","15.07114","4.408661","True","True"
"MPW07","False","False","0","0","2","1","5","True","Zweiteres","50","4.917969","5.268188","True","True"
"MPW07","False","False","0","2","0","2","0","True","Ersteres","80","2.034454","4.488617","True","True"
"MPW07","False","False","0","0","1","1","3","False","Ersteres","87","11.70724","3.349243","True","True"
"MPW07","False","False","0","1","0","2","4","True","Zweiteres","69","1.857422","1.90686","True","True"
"MPW07","False","False","0","1","0","1","2","True","Zweiteres","68","2.192932","1.437195","True","True"
"MPW07","False","False","0","3","0","2","0","False","Ersteres","100","2.841553","2.096436","True","True"
"ATH09","True","False","3","0","0","1","5","False","Zweiteres","80","27.19606","14.13237","True","True"
"ATH09","True","False","3","0","0","0","1","False","Zweiteres","100","7.707367","3.965149","True","True"
"ATH09","True","False","3","2","0","2","0","True","Zweiteres","100","7.856934","2.787842","True","True"
"ATH09","True","False","3","1","0","2","4","True","Ersteres","100","3.239532","3.134796","True","True"
"ATH09","True","False","3","0","1","1","3","True","Ersteres","42","5.159271","4.491821","True","True"
"ATH09","True","False","3","0","2","1","5","True","Ersteres","30","3.581543","4.271729","True","True"
"ATH09","True","False","3","1","0","1","2","False","Zweiteres","100","3.814514","1.794006","True","True"
"ATH09","True","False","3","3","0","2","0","False","Ersteres","100","2.251099","1.804993","True","True"
"MTG05","False","True","3","0","0","1","5","True","Ersteres","37","10.53627","11.75848","True","True"
"MTG05","False","True","3","0","0","0","1","False","Zweiteres","100","6.531265","4.482101","True","True"
"MTG05","False","True","3","0","2","1","5","True","Zweiteres","66","3.335999","2.998993","True","True"
"MTG05","False","True","3","1","0","2","4","False","Zweiteres","59","4.83313","7.788605","True","True"
"MTG05","False","True","3","0","1","1","3","False","Ersteres","66","1.859955","2.39566","True","True"
"MTG05","False","True","3","2","0","2","0","False","Ersteres","28","5.451477","3.071045","True","True"
"MTG05","False","True","3","3","0","2","0","True","Zweiteres","58","1.812317","2.61261","True","True"
"MTG05","False","True","3","1","0","1","2","True","Ersteres","65","2.185059","1.757935","True","True"
"ERS02","True","False","0","0","0","1","5","False","Zweiteres","79","4.833862","5.799789","True","True"
"ERS02","True","False","0","0","0","0","1","False","Zweiteres","100","5.807983","2.133484","True","True"
"ERS02","True","False","0","0","2","1","5","True","Zweiteres","80","2.663864","1.446625","True","True"
"ERS02","True","False","0","3","0","2","0","True","Zweiteres","100","3.13707","1.252579","True","True"
"ERS02","True","False","0","0","1","1","3","True","Zweiteres","88","5.53186","3.482117","True","True"
"ERS02","True","False","0","2","0","2","0","True","Ersteres","72","5.365631","4.620026","True","True"
"ERS02","True","False","0","1","0","1","2","False","Ersteres","70","2.829254","3.425751","True","True"
"ERS02","True","False","0","1","0","2","4","False","Ersteres","32","12.17981","5.490601","True","True"
"EWM01","False","False","2","0","0","1","5","True","Ersteres","100","9.651382","2.434235","True","True"
"EWM01","False","False","2","0","0","0","1","False","Zweiteres","100","2.307983","1.780151","True","True"
"EWM01","False","False","2","1","0","2","4","False","Zweiteres","100","1.825073","1.659882","True","True"
"EWM01","False","False","2","1","0","1","2","True","Ersteres","100","1.987793","1.553009","True","True"
"EWM01","False","False","2","2","0","2","0","False","Ersteres","100","4.961029","1.461609","True","True"
"EWM01","False","False","2","0","2","1","5","True","Ersteres","100","2.10025","1.596893","True","True"
"EWM01","False","False","2","0","1","1","3","False","Zweiteres","93","2.538116","1.727142","True","True"
"EWM01","False","False","2","3","0","2","0","False","Ersteres","100","1.435242","1.468872","True","True"
"HZM07","False","False","0","0","0","1","5","False","Zweiteres","100","6.055634","2.489113","True","True"
"HZM07","False","False","0","0","0","0","1","False","Zweiteres","100","1.289886","1.537735","True","True"
"HZM07","False","False","0","0","2","1","5","False","Zweiteres","23","4.877884","1.477539","True","True"
"HZM07","False","False","0","0","1","1","3","False","Zweiteres","15","1.714966","1.099899","True","True"
"HZM07","False","False","0","1","0","2","4","False","Zweiteres","100","0.6332703","1.667603","True","True"
"HZM07","False","False","0","2","0","2","0","False","Zweiteres","75","1.933289","5.26001","True","True"
"HZM07","False","False","0","3","0","2","0","False","Ersteres","100","1.314758","1.717163","True","True"
"HZM07","False","False","0","1","0","1","2","False","Zweiteres","87","0.6537781","1.312103","True","True"
"KNB10","True","True","3","0","0","1","5","False","Zweiteres","86","11.32367","13.10445","True","True"
"KNB10","True","True","3","0","0","0","1","False","Zweiteres","100","4.050003","2.64064","True","True"
"KNB10","True","True","3","1","0","1","2","False","Zweiteres","84","1.822144","2.813065","True","True"
"KNB10","True","True","3","0","1","1","3","True","Zweiteres","50","4.52533","2.578003","True","True"
"KNB10","True","True","3","0","2","1","5","False","Zweiteres","40","4.405701","3.871124","True","True"
"KNB10","True","True","3","2","0","2","0","False","Ersteres","23","7.091797","2.569977","True","True"
"KNB10","True","True","3","3","0","2","0","False","Ersteres","98","2.82959","5.402649","True","True"
"KNB10","True","True","3","1","0","2","4","False","Zweiteres","73","1.673462","2.627045","True","True"
"CDG06","True","False","2","0","0","1","5","True","Ersteres","100","10.34414","6.622406","True","True"
"CDG06","True","False","2","0","0","0","1","True","Ersteres","100","7.682648","2.177261","True","True"
"CDG06","True","False","2","2","0","2","0","False","Zweiteres","100","14.41153","1.761932","True","True"
"CDG06","True","False","2","0","1","1","3","True","Ersteres","100","24.21826","6.053345","True","True"
"CDG06","True","False","2","3","0","2","0","True","Zweiteres","100","2.086029","1.711639","True","True"
"CDG06","True","False","2","1","0","2","4","True","Ersteres","100","1.839172","1.524811","True","True"
"CDG06","True","False","2","0","2","1","5","False","Zweiteres","100","1.525848","1.165985","True","True"
"CDG06","True","False","2","1","0","1","2","True","Ersteres","100","2.599426","1.499878","True","True"
"VDV10","True","True","0","0","0","1","5","True","Ersteres","67","10.67458","14.2897","True","True"
"VDV10","True","True","0","0","0","0","1","True","Ersteres","94","6.16272","2.225677","True","True"
"VDV10","True","True","0","3","0","2","0","False","Ersteres","17","4.940506","3.905838","True","True"
"VDV10","True","True","0","1","0","2","4","True","Ersteres","74","2.657501","10.42218","True","True"
"VDV10","True","True","0","1","0","1","2","False","Zweiteres","50","4.174286","2.203583","True","True"
"VDV10","True","True","0","0","1","1","3","False","Ersteres","27","3.233978","4.149261","True","True"
"VDV10","True","True","0","2","0","2","0","True","Ersteres","35","2.43808","3.950958","True","True"
"VDV10","True","True","0","0","2","1","5","True","Zweiteres","11","5.997375","2.525391","True","True"
"ADB06","False","False","2","0","0","1","5","False","Zweiteres","100","4.039833","2.583809","True","True"
"ADB06","False","False","2","0","0","0","1","False","Zweiteres","100","1.78273","1.679825","True","True"
"ADB06","False","False","2","1","0","1","2","True","Zweiteres","29","9.945572","4.832001","True","True"
"ADB06","False","False","2","0","1","1","3","False","Ersteres","100","1.51825","3.02774","True","True"
"ADB06","False","False","2","0","2","1","5","False","Ersteres","71","3.45166","3.484619","True","True"
"ADB06","False","False","2","2","0","2","0","True","Zweiteres","100","3.379181","2.139313","True","True"
"ADB06","False","False","2","3","0","2","0","False","Ersteres","91","2.101257","2.333069","True","True"
"ADB06","False","False","2","1","0","2","4","True","Ersteres","70","3.407013","3.909271","True","True"
"NRA05","False","False","0","0","0","1","5","False","Zweiteres","32","12.71387","3.560547","True","True"
"NRA05","False","False","0","0","0","0","1","True","Ersteres","100","6.493561","2.419952","True","True"
"NRA05","False","False","0","1","0","1","2","False","Zweiteres","28","4.027985","1.83606","True","True"
"NRA05","False","False","0","3","0","2","0","True","Zweiteres","89","1.117889","1.69873","True","True"
"NRA05","False","False","0","0","2","1","5","False","Zweiteres","16","8.319641","1.766541","True","True"
"NRA05","False","False","0","1","0","2","4","True","Ersteres","32","2.087646","1.801239","True","True"
"NRA05","False","False","0","2","0","2","0","True","Ersteres","0","11.32932","2.789246","True","True"
"NRA05","False","False","0","0","1","1","3","True","Zweiteres","50","5.560486","1.867371","True","True"
"ARO03","False","False","1","0","0","1","5","True","Ersteres","88","10.41689","4.251556","True","True"
